DATE,epop
1994-12-01,79.26427572965622
1995-01-01,79.33407326539357
1995-02-01,79.42859083414078
1995-03-01,79.5101061463356
1995-04-01,79.57926640907924
1995-05-01,79.62602724631627
1995-06-01,79.68626121679942
1995-07-01,79.73072479168574
1995-08-01,79.76171672344208
1995-09-01,79.77485706408818
1995-10-01,79.78519350290298
1995-11-01,79.77556238571803
1995-12-01,79.76559102535248
1996-01-01,79.77551321188609
1996-02-01,79.76852754751842
1996-03-01,79.77473537127177
1996-04-01,79.78747636079788
1996-05-01,79.80864991744359
1996-06-01,79.86140549182892
1996-07-01,79.9139936765035
1996-08-01,79.98400181531906
1996-09-01,80.03439108530681
1996-10-01,80.09579628705978
1996-11-01,80.159991979599
1996-12-01,80.2249014377594
1997-01-01,80.29245585203171
1997-02-01,80.33871700366338
1997-03-01,80.402805407842
1997-04-01,80.47096927960713
1997-05-01,80.51777879397075
1997-06-01,80.57291060686111
1997-07-01,80.62792370716731
1997-08-01,80.69652666648228
1997-09-01,80.7532290617625
1997-10-01,80.79148977994919
1997-11-01,80.82878043254216
1997-12-01,80.86863905191422
1998-01-01,80.90788026650746
1998-02-01,80.95785180727641
1998-03-01,80.99183092514674
1998-04-01,81.0203770796458
1998-05-01,81.05494529008865
1998-06-01,81.06581370035808
1998-07-01,81.06216043233871
1998-08-01,81.04672878980637
1998-09-01,81.05222384134929
1998-10-01,81.05219850937526
1998-11-01,81.07365320126216
1998-12-01,81.1051035920779
1999-01-01,81.1813195546468
1999-02-01,81.22475743293762
1999-03-01,81.25142107407252
1999-04-01,81.27862513065338
1999-05-01,81.31121297677358
1999-06-01,81.33872896432877
1999-07-01,81.33990516265233
1999-08-01,81.34298374255498
1999-09-01,81.34630620479584
1999-10-01,81.37062788009644
1999-11-01,81.39979094266891
1999-12-01,81.41199151674907
2000-01-01,81.4123157659994
2000-02-01,81.44082065695933
2000-03-01,81.47686363566658
2000-04-01,81.53041660226268
2000-05-01,81.54283002988565
2000-06-01,81.5541907320383
2000-07-01,81.56133609177463
2000-08-01,81.54707784751129
2000-09-01,81.53142052659989
2000-10-01,81.50010343722323
2000-11-01,81.47344652375705
2000-12-01,81.46434068414844
2001-01-01,81.43067105763205
2001-02-01,81.39308869731929
2001-03-01,81.35520048052794
2001-04-01,81.26924503675414
2001-05-01,81.20956504377439
2001-06-01,81.1302648300992
2001-07-01,81.06900465491807
2001-08-01,80.9994964034728
2001-09-01,80.92261503560174
2001-10-01,80.82376689370061
2001-11-01,80.68253317270857
2001-12-01,80.54712742113954
2002-01-01,80.39195352037329
2002-02-01,80.2658599975395
2002-03-01,80.12579534896882
2002-04-01,80.00887182177054
2002-05-01,79.88874286243926
2002-06-01,79.77277385841418
2002-07-01,79.6545837136422
2002-08-01,79.58074141456906
2002-09-01,79.51416480019466
2002-10-01,79.45603166111347
2002-11-01,79.38141882252613
2002-12-01,79.31308647985345
2003-01-01,79.26010263841707
2003-02-01,79.18102721848543
2003-03-01,79.1262770434629
2003-04-01,79.090473007988
2003-05-01,79.04353966746585
2003-06-01,79.02219611179181
2003-07-01,78.99698369685728
2003-08-01,78.94996974612508
2003-09-01,78.88841822351064
2003-10-01,78.84094346758532
2003-11-01,78.83821902756914
2003-12-01,78.82096767425539
2004-01-01,78.81855368614198
2004-02-01,78.81089299917222
2004-03-01,78.79040688276292
2004-04-01,78.77657413482667
2004-05-01,78.78835846980415
2004-06-01,78.80301028490068
2004-07-01,78.84133110443753
2004-08-01,78.87009084224702
2004-09-01,78.90609751145047
2004-10-01,78.93913487593335
2004-11-01,78.97061506907147
2004-12-01,78.98164093494417
2005-01-01,79.00529702504478
2005-02-01,79.03448541959129
2005-03-01,79.06193832556409
2005-04-01,79.09862448771797
2005-05-01,79.13643618424736
2005-06-01,79.14689133564633
2005-07-01,79.16524658600491
2005-08-01,79.21850879987083
2005-09-01,79.25458351771039
2005-10-01,79.28493022918703
2005-11-01,79.29984778165819
2005-12-01,79.33597614367805
2006-01-01,79.37228431304298
2006-02-01,79.40262258052827
2006-03-01,79.44943358500801
2006-04-01,79.46627040704094
2006-05-01,79.48277244965237
2006-06-01,79.5291692018509
2006-07-01,79.56004639466606
2006-08-01,79.5747756958008
2006-09-01,79.61053450902305
2006-10-01,79.67853595813118
2006-11-01,79.74692533413571
2006-12-01,79.81137434641522
2007-01-01,79.86996421608823
2007-02-01,79.90316367109004
2007-03-01,79.93861320668326
2007-04-01,79.97012408214694
2007-05-01,79.99838145747322
2007-06-01,80.01163352769231
2007-07-01,80.01040803095646
2007-08-01,80.01579795794926
2007-09-01,80.00652651918124
2007-10-01,79.96518832602038
2007-11-01,79.94687985537655
2007-12-01,79.91453209008306
2008-01-01,79.88459516656432
2008-02-01,79.86243349836417
2008-03-01,79.82239788206086
2008-04-01,79.79544278827949
2008-05-01,79.7477905582487
2008-06-01,79.70215429111238
2008-07-01,79.65680670524223
2008-08-01,79.5792454875339
2008-09-01,79.4979943588708
2008-10-01,79.40490420984823
2008-11-01,79.2682157688074
2008-12-01,79.08367663621907
2009-01-01,78.83647233247761
2009-02-01,78.56962233781819
